RUN	test.scala.basic.PerformanceSimulation	performancesimulation	1595958974385	 	3.3.1
REQUEST	371		GET /io	1595959060445	1595959060448	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	725		GET /io	1595959060437	1595959060448	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	190		GET /io	1595959060441	1595959060448	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	557		GET /io	1595959060439	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	672	END	1595958977661	1595959060447
REQUEST	509		GET /io	1595959060439	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	397		GET /io	1595959060439	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	520		GET /io	1595959060433	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	307		GET /io	1595959060446	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	235		GET /io	1595959060446	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	347		GET /io	1595959060446	1595959060449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	947		GET /io	1595959060447	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	947	END	1595958977797	1595959060450
REQUEST	915		GET /io	1595959060447	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	915	END	1595958977778	1595959060450
REQUEST	480		GET /io	1595959058500	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	355		GET /io	1595959060447	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	542		GET /io	1595959060441	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	440		GET /io	1595959058500	1595959060450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	331		GET /io	1595959060447	1595959060451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	371		GET /io	1595959060448	1595959060451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	269		GET /io	1595959060439	1595959060451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	805		GET /io	1595959060439	1595959060452	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	150		GET /io	1595959058508	1595959060452	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	648		GET /io	1595959060445	1595959060452	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	174		GET /io	1595959058507	1595959060452	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	371	END	1595958977591	1595959060451
REQUEST	215		GET /io	1595959040467	1595959060472	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	465		GET /io	1595959040462	1595959060472	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	537		GET /io	1595959040462	1595959060473	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	255		GET /io	1595959040468	1595959060473	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	561		GET /io	1595959040463	1595959060473	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	267		GET /io	1595959040463	1595959060476	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	403		GET /io	1595959040463	1595959060476	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	411		GET /io	1595959040464	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	108		GET /io	1595959040467	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	419		GET /io	1595959040464	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	996		GET /io	1595959040468	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	748		GET /io	1595959040469	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	251		GET /io	1595959040465	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	764		GET /io	1595959040469	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	51		GET /io	1595959040467	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	12		GET /io	1595959040469	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	883		GET /io	1595959040467	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	700		GET /io	1595959040470	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	827		GET /io	1595959040468	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	612		GET /io	1595959040470	1595959060477	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	827	END	1595958977747	1595959060478
REQUEST	436		GET /io	1595959040470	1595959060478	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	393		GET /io	1595959040473	1595959060481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	401		GET /io	1595959040473	1595959060481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	841		GET /io	1595959040477	1595959060481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	889		GET /io	1595959040477	1595959060481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	389		GET /io	1595959040464	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	733		GET /io	1595959040464	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	581		GET /io	1595959040465	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	621		GET /io	1595959040471	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	593		GET /io	1595959040480	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	541		GET /io	1595959040471	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	445		GET /io	1595959040472	1595959060482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	453		GET /io	1595959040472	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	413		GET /io	1595959040473	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	418		GET /io	1595959040462	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	341		GET /io	1595959040473	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	386		GET /io	1595959040462	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	282		GET /io	1595959040463	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	290		GET /io	1595959040463	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	962		GET /io	1595959040463	1595959060483	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	422		GET /io	1595959040460	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	682		GET /io	1595959040465	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	58		GET /io	1595959040465	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	66		GET /io	1595959040466	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	30		GET /io	1595959040460	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	746		GET /io	1595959040468	1595959060484	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	802		GET /io	1595959040468	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	62		GET /io	1595959040461	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	226		GET /io	1595959040469	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	814		GET /io	1595959040461	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	914		GET /io	1595959040471	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	734		GET /io	1595959040462	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	986		GET /io	1595959040471	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	246		GET /io	1595959040467	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	134		GET /io	1595959040467	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	486		GET /io	1595959040468	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	518		GET /io	1595959040469	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	582		GET /io	1595959040469	1595959060485	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	843		GET /io	1595959040473	1595959060486	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	678		GET /io	1595959040471	1595959060486	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	430		GET /io	1595959040473	1595959060486	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	558		GET /io	1595959040475	1595959060486	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	731		GET /io	1595959040474	1595959060493	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	755		GET /io	1595959040474	1595959060493	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	427		GET /io	1595959040474	1595959060494	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	163		GET /io	1595959040475	1595959060494	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	227		GET /io	1595959040475	1595959060494	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	107		GET /io	1595959040475	1595959060494	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	835		GET /io	1595959040476	1595959060496	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	107	END	1595958977530	1595959060496
REQUEST	963		GET /io	1595959040476	1595959060497	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	955		GET /io	1595959040476	1595959060498	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	138		GET /io	1595959040476	1595959060498	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	130		GET /io	1595959040476	1595959060498	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	477		GET /io	1595959040491	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	77		GET /io	1595959040491	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	133		GET /io	1595959040491	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	141		GET /io	1595959040492	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	373		GET /io	1595959040492	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	927		GET /io	1595959040482	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	429		GET /io	1595959040493	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	903		GET /io	1595959040482	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	485		GET /io	1595959040493	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	895		GET /io	1595959040482	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	13		GET /io	1595959040493	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	61		GET /io	1595959040494	1595959060499	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	887		GET /io	1595959040482	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	147		GET /io	1595959040476	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	237		GET /io	1595959040494	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	879		GET /io	1595959040484	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	139		GET /io	1595959040476	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	863		GET /io	1595959040484	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	131		GET /io	1595959040476	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	855		GET /io	1595959040484	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	847		GET /io	1595959040484	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	67		GET /io	1595959040477	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	75		GET /io	1595959040477	1595959060500	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	59		GET /io	1595959040477	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	43		GET /io	1595959040477	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	35		GET /io	1595959040477	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	874		GET /io	1595959040482	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	850		GET /io	1595959040483	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	834		GET /io	1595959040483	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	999		GET /io	1595959040485	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	983		GET /io	1595959040485	1595959060501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	826		GET /io	1595959040490	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	967		GET /io	1595959040485	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	47		GET /io	1595959040485	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	31		GET /io	1595959040485	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	27		GET /io	1595959040478	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	787		GET /io	1595959040478	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	7		GET /io	1595959040485	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	699		GET /io	1595959040478	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	735		GET /io	1595959040486	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	159		GET /io	1595959040486	1595959060502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	615		GET /io	1595959040486	1595959060503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	663		GET /io	1595959040486	1595959060503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	695		GET /io	1595959040487	1595959060503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	179		GET /io	1595959040482	1595959060503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	858		GET /io	1595959040492	1595959060504	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	866		GET /io	1595959040492	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	527		GET /io	1595959040487	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	882		GET /io	1595959040492	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	535		GET /io	1595959040487	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	818		GET /io	1595959040494	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	287		GET /io	1595959040487	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	842		GET /io	1595959040494	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	319		GET /io	1595959040487	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	890		GET /io	1595959040494	1595959060505	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	919		GET /io	1595959040491	1595959060506	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	935		GET /io	1595959040491	1595959060506	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	951		GET /io	1595959040491	1595959060506	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	239		GET /io	1595959040492	1595959060506	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	143		GET /io	1595959040492	1595959060507	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	839		GET /io	1595959040492	1595959060507	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	831		GET /io	1595959040492	1595959060507	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	943		GET /io	1595959040492	1595959060508	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	110		GET /io	1595959040576	1595959060584	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	14		GET /io	1595959040576	1595959060585	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	46		GET /io	1595959040576	1595959060585	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	16		GET /io	1595959040581	1595959060590	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	201		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	224		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	201	END	1595958977551	1595959060591
REQUEST	233		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	192		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	233	END	1595958977558	1595959060591
REQUEST	105		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	105	END	1595958977530	1595959060591
REQUEST	200		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	121		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	121	END	1595958977532	1595959060591
REQUEST	25		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	128		GET /io	1595959040581	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	25	END	1595958977513	1595959060591
REQUEST	49		GET /io	1595959040582	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	48		GET /io	1595959040582	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	49	END	1595958977517	1595959060591
REQUEST	64		GET /io	1595959040582	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	96		GET /io	1595959040582	1595959060591	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	24		GET /io	1595959040582	1595959060592	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	40		GET /io	1595959040582	1595959060592	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	766		GET /io	1595959060445	1595959062418	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	576		GET /io	1595959060448	1595959062417	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	560		GET /io	1595959060447	1595959062418	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	320		GET /io	1595959060447	1595959062418	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	454		GET /io	1595959060443	1595959062418	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	965		GET /io	1595959060444	1595959062418	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	382		GET /io	1595959060442	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	331		GET /io	1595959060451	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	454	END	1595958977613	1595959062419
REQUEST	456		GET /io	1595959060446	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	822		GET /io	1595959060442	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	760		GET /io	1595959060446	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	269		GET /io	1595959060451	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	744		GET /io	1595959060446	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	509		GET /io	1595959060449	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	331		GET /io	1595959062419	1595959062419	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	331	END	1595958977582	1595959062420
